transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN400000000676,21-05-2024 11:25:00,Bill Payment,Grocery,5097,SUCCESS,46-55,18-25,Gujarat,SBI,HDFC,iOS,WiFi,1,11,Tuesday,0
TXN400000000677,30-07-2024 00:37:00,Bill Payment,Utilities,16801,SUCCESS,46-55,18-25,Rajasthan,Kotak,ICICI,iOS,5G,0,0,Tuesday,0
TXN400000000678,22-06-2024 23:34:00,P2P,Utilities,9196,FAILED,46-55,56+,Karnataka,HDFC,Kotak,iOS,3G,0,23,Saturday,1
TXN400000000679,28-09-2024 13:45:00,Recharge,Fuel,3144,SUCCESS,46-55,46-55,Rajasthan,PNB,Kotak,iOS,4G,1,13,Saturday,1
TXN400000000680,24-08-2024 09:13:00,P2M,Shopping,16514,SUCCESS,18-25,46-55,Maharashtra,PNB,Yes Bank,Android,3G,1,9,Saturday,1
TXN400000000681,22-03-2024 17:52:00,P2P,Healthcare,18958,FAILED,46-55,46-55,Maharashtra,Kotak,HDFC,iOS,WiFi,0,17,Friday,0
TXN400000000682,29-03-2024 16:59:00,P2M,Fuel,4748,FAILED,46-55,26-35,Maharashtra,Yes Bank,Axis,iOS,5G,0,16,Friday,0
TXN400000000683,17-10-2024 00:49:00,P2M,Entertainment,4719,FAILED,18-25,26-35,Karnataka,Kotak,HDFC,iOS,4G,1,0,Thursday,0
TXN400000000684,20-04-2024 05:02:00,P2M,Utilities,16716,SUCCESS,26-35,56+,Tamil Nadu,Kotak,Axis,iOS,5G,1,5,Saturday,1
TXN400000000685,26-05-2024 22:36:00,P2P,Utilities,6083,FAILED,56+,36-45,Gujarat,SBI,Yes Bank,Android,3G,1,22,Sunday,1
TXN400000000686,03-03-2024 11:09:00,P2M,Fuel,19856,SUCCESS,46-55,36-45,Karnataka,HDFC,ICICI,iOS,5G,0,11,Sunday,1
TXN400000000687,26-01-2024 04:19:00,P2M,Food,14294,SUCCESS,26-35,26-35,Maharashtra,Kotak,PNB,Android,4G,0,4,Friday,0
TXN400000000688,24-09-2024 10:38:00,Recharge,Shopping,8866,FAILED,36-45,18-25,Karnataka,HDFC,SBI,iOS,5G,1,10,Tuesday,0
TXN400000000689,03-08-2024 14:23:00,Bill Payment,Fuel,11460,FAILED,26-35,46-55,Tamil Nadu,Axis,Kotak,Android,3G,1,14,Saturday,1
TXN400000000690,22-06-2024 08:17:00,P2P,Food,11462,FAILED,46-55,26-35,Maharashtra,HDFC,PNB,iOS,4G,0,8,Saturday,1
TXN400000000691,31-08-2024 17:20:00,P2M,Fuel,8377,SUCCESS,46-55,56+,Gujarat,ICICI,ICICI,iOS,5G,1,17,Saturday,1
TXN400000000692,20-07-2024 00:40:00,Recharge,Shopping,2991,FAILED,18-25,36-45,Tamil Nadu,PNB,HDFC,Android,WiFi,1,0,Saturday,1
TXN400000000693,01-07-2024 21:26:00,Bill Payment,Food,13513,SUCCESS,18-25,18-25,Rajasthan,PNB,Kotak,iOS,4G,0,21,Monday,0
TXN400000000694,20-09-2024 00:57:00,P2P,Food,1773,SUCCESS,26-35,46-55,Maharashtra,Axis,Axis,Android,WiFi,0,0,Friday,0
TXN400000000695,31-08-2024 14:02:00,Bill Payment,Shopping,18518,FAILED,36-45,46-55,Maharashtra,HDFC,SBI,Android,WiFi,1,14,Saturday,1
TXN400000000696,16-01-2024 06:01:00,P2M,Grocery,17964,SUCCESS,56+,18-25,Rajasthan,PNB,Kotak,iOS,4G,0,6,Tuesday,0
TXN400000000697,13-06-2024 02:53:00,P2M,Entertainment,12227,FAILED,18-25,56+,Delhi,SBI,Axis,Android,4G,1,2,Thursday,0
TXN400000000698,06-10-2024 02:57:00,P2P,Shopping,16539,FAILED,56+,18-25,Karnataka,Axis,PNB,Android,WiFi,0,2,Sunday,1
TXN400000000699,22-02-2024 12:37:00,P2P,Food,16714,FAILED,26-35,18-25,Gujarat,Kotak,ICICI,iOS,5G,1,12,Thursday,0
TXN400000000700,28-06-2024 15:59:00,Bill Payment,Shopping,4299,FAILED,56+,36-45,Maharashtra,Yes Bank,Yes Bank,iOS,4G,0,15,Friday,0
TXN400000000701,27-02-2024 21:56:00,Recharge,Grocery,10144,FAILED,56+,26-35,Rajasthan,HDFC,ICICI,Android,4G,0,21,Tuesday,0
TXN400000000702,17-03-2024 10:07:00,P2P,Shopping,2532,FAILED,56+,26-35,Gujarat,ICICI,SBI,iOS,3G,0,10,Sunday,1
TXN400000000703,02-03-2024 23:19:00,P2P,Shopping,8714,FAILED,56+,26-35,Karnataka,SBI,ICICI,Android,5G,0,23,Saturday,1
TXN400000000704,20-11-2024 07:52:00,P2M,Grocery,2805,FAILED,56+,36-45,Gujarat,Axis,SBI,iOS,5G,0,7,Wednesday,0
TXN400000000705,08-04-2024 13:03:00,Recharge,Fuel,8118,SUCCESS,46-55,56+,Delhi,PNB,PNB,iOS,WiFi,0,13,Monday,0
TXN400000000706,12-02-2024 18:41:00,Bill Payment,Food,3879,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,ICICI,Android,4G,1,18,Monday,0
TXN400000000707,24-08-2024 00:52:00,P2M,Shopping,16928,FAILED,18-25,46-55,Rajasthan,Kotak,Kotak,iOS,4G,0,0,Saturday,1
TXN400000000708,06-05-2024 00:00:00,P2P,Grocery,584,SUCCESS,36-45,46-55,Tamil Nadu,Axis,HDFC,iOS,4G,0,0,Monday,0
TXN400000000709,22-11-2024 10:53:00,P2P,Healthcare,8976,FAILED,26-35,18-25,Karnataka,Axis,Kotak,iOS,4G,1,10,Friday,0
TXN400000000710,26-07-2024 12:20:00,Bill Payment,Grocery,9509,SUCCESS,46-55,36-45,Gujarat,HDFC,Yes Bank,Android,WiFi,1,12,Friday,0
TXN400000000711,02-02-2024 11:58:00,P2P,Food,5073,SUCCESS,18-25,36-45,Rajasthan,Axis,Yes Bank,Android,5G,0,11,Friday,0
TXN400000000712,14-11-2024 13:34:00,P2P,Grocery,7300,FAILED,46-55,56+,Gujarat,HDFC,SBI,Android,5G,0,13,Thursday,0
TXN400000000713,12-08-2024 19:50:00,Recharge,Grocery,13373,SUCCESS,36-45,18-25,Delhi,PNB,Axis,Android,WiFi,0,19,Monday,0
TXN400000000714,07-08-2024 15:10:00,P2M,Shopping,12609,FAILED,36-45,18-25,Maharashtra,HDFC,Yes Bank,Android,3G,0,15,Wednesday,0
TXN400000000715,03-09-2024 12:08:00,P2P,Grocery,3549,SUCCESS,46-55,36-45,Gujarat,HDFC,Yes Bank,iOS,WiFi,1,12,Tuesday,0
TXN400000000716,29-11-2024 09:59:00,Recharge,Fuel,5307,FAILED,46-55,18-25,Karnataka,PNB,SBI,Android,WiFi,1,9,Friday,0
TXN400000000717,18-02-2024 15:23:00,Bill Payment,Fuel,10192,FAILED,26-35,36-45,Delhi,Kotak,Yes Bank,Android,5G,1,15,Sunday,1
TXN400000000718,20-09-2024 09:00:00,P2M,Utilities,6792,FAILED,46-55,46-55,Delhi,HDFC,SBI,Android,5G,1,9,Friday,0
TXN400000000719,14-06-2024 13:38:00,P2M,Shopping,19061,FAILED,26-35,18-25,Delhi,Kotak,SBI,Android,4G,1,13,Friday,0
TXN400000000720,06-06-2024 07:57:00,P2P,Grocery,6671,FAILED,46-55,26-35,Delhi,SBI,Axis,Android,4G,0,7,Thursday,0
TXN400000000721,01-01-2024 19:24:00,Bill Payment,Fuel,3474,FAILED,56+,26-35,Delhi,HDFC,Kotak,iOS,3G,0,19,Monday,0
TXN400000000722,05-09-2024 07:01:00,P2P,Food,18957,SUCCESS,46-55,18-25,Rajasthan,ICICI,SBI,iOS,3G,0,7,Thursday,0
TXN400000000723,11-09-2024 09:34:00,Recharge,Shopping,17708,SUCCESS,36-45,56+,Maharashtra,Axis,HDFC,iOS,5G,0,9,Wednesday,0
TXN400000000724,13-10-2024 06:51:00,P2M,Grocery,2468,FAILED,56+,26-35,Tamil Nadu,ICICI,HDFC,iOS,3G,0,6,Sunday,1
TXN400000000725,22-07-2024 11:47:00,P2P,Healthcare,1771,FAILED,56+,36-45,Delhi,ICICI,Yes Bank,Android,5G,1,11,Monday,0
TXN400000000726,17-05-2024 05:59:00,P2P,Shopping,16407,SUCCESS,18-25,18-25,Karnataka,Axis,Kotak,Android,5G,1,5,Friday,0
TXN400000000727,14-07-2024 01:52:00,P2P,Food,19684,SUCCESS,46-55,26-35,Rajasthan,Kotak,HDFC,iOS,5G,0,1,Sunday,1
TXN400000000728,09-09-2024 08:31:00,P2P,Healthcare,5495,SUCCESS,18-25,36-45,Maharashtra,SBI,ICICI,iOS,4G,1,8,Monday,0
TXN400000000729,29-07-2024 01:53:00,Bill Payment,Grocery,1011,SUCCESS,56+,46-55,Karnataka,PNB,ICICI,Android,3G,0,1,Monday,0
TXN400000000730,14-04-2024 05:14:00,Recharge,Shopping,19853,FAILED,36-45,46-55,Maharashtra,PNB,HDFC,Android,5G,1,5,Sunday,1
TXN400000000731,11-04-2024 03:39:00,P2P,Shopping,16740,SUCCESS,56+,18-25,Tamil Nadu,SBI,ICICI,iOS,5G,1,3,Thursday,0
TXN400000000732,26-03-2024 10:29:00,P2P,Shopping,12780,FAILED,46-55,46-55,Delhi,SBI,ICICI,Android,3G,1,10,Tuesday,0
TXN400000000733,27-02-2024 18:56:00,P2M,Shopping,16595,SUCCESS,36-45,46-55,Gujarat,SBI,ICICI,iOS,3G,0,18,Tuesday,0
TXN400000000734,29-05-2024 09:30:00,Recharge,Shopping,11491,SUCCESS,46-55,56+,Maharashtra,Kotak,PNB,Android,WiFi,1,9,Wednesday,0
TXN400000000735,04-09-2024 12:39:00,P2M,Grocery,5950,SUCCESS,18-25,36-45,Maharashtra,ICICI,Yes Bank,iOS,WiFi,0,12,Wednesday,0
TXN400000000736,26-09-2024 23:54:00,Bill Payment,Healthcare,13199,SUCCESS,56+,56+,Karnataka,Axis,HDFC,Android,3G,1,23,Thursday,0
TXN400000000737,11-07-2024 14:39:00,Bill Payment,Healthcare,5704,FAILED,26-35,18-25,Maharashtra,Yes Bank,HDFC,Android,3G,0,14,Thursday,0
TXN400000000738,24-09-2024 14:10:00,Recharge,Utilities,17521,FAILED,26-35,56+,Gujarat,ICICI,PNB,iOS,4G,1,14,Tuesday,0
TXN400000000739,25-09-2024 20:47:00,Recharge,Entertainment,11034,SUCCESS,46-55,46-55,Delhi,ICICI,HDFC,Android,5G,1,20,Wednesday,0
TXN400000000740,05-05-2024 02:23:00,Bill Payment,Healthcare,3294,SUCCESS,46-55,56+,Karnataka,PNB,HDFC,iOS,4G,0,2,Sunday,1
TXN400000000741,03-04-2024 04:13:00,Bill Payment,Entertainment,17770,FAILED,18-25,56+,Karnataka,HDFC,Axis,iOS,3G,0,4,Wednesday,0
TXN400000000742,21-01-2024 11:01:00,Recharge,Grocery,14809,FAILED,36-45,46-55,Tamil Nadu,ICICI,Yes Bank,iOS,3G,1,11,Sunday,1
TXN400000000743,20-09-2024 08:55:00,Bill Payment,Shopping,6049,SUCCESS,56+,26-35,Delhi,PNB,Kotak,iOS,4G,1,8,Friday,0
TXN400000000744,12-04-2024 13:10:00,Recharge,Grocery,8890,SUCCESS,18-25,26-35,Gujarat,HDFC,Axis,Android,4G,0,13,Friday,0
TXN400000000745,17-04-2024 23:44:00,Recharge,Entertainment,17554,SUCCESS,46-55,46-55,Tamil Nadu,ICICI,HDFC,Android,4G,0,23,Wednesday,0
TXN400000000746,09-09-2024 21:52:00,P2M,Healthcare,14395,SUCCESS,46-55,36-45,Tamil Nadu,Axis,ICICI,iOS,5G,1,21,Monday,0
TXN400000000747,15-08-2024 04:10:00,Recharge,Food,14410,SUCCESS,56+,56+,Delhi,PNB,Yes Bank,iOS,4G,1,4,Thursday,0
TXN400000000748,11-01-2024 18:45:00,P2M,Fuel,10356,SUCCESS,36-45,56+,Gujarat,Axis,Axis,iOS,3G,1,18,Thursday,0
TXN400000000749,14-06-2024 00:19:00,P2P,Utilities,7230,SUCCESS,18-25,46-55,Tamil Nadu,Axis,Yes Bank,Android,3G,0,0,Friday,0
TXN400000000750,19-09-2024 07:46:00,Bill Payment,Grocery,19123,SUCCESS,46-55,26-35,Gujarat,ICICI,SBI,Android,5G,0,7,Thursday,0
TXN400000000751,12-01-2024 09:00:00,P2M,Utilities,10102,SUCCESS,18-25,56+,Gujarat,PNB,SBI,iOS,3G,1,9,Friday,0
TXN400000000752,15-10-2024 19:07:00,Recharge,Healthcare,17217,FAILED,56+,18-25,Rajasthan,PNB,Kotak,Android,5G,1,19,Tuesday,0
TXN400000000753,01-11-2024 17:02:00,Bill Payment,Utilities,13965,FAILED,18-25,26-35,Tamil Nadu,SBI,Axis,iOS,WiFi,1,17,Friday,0
TXN400000000754,18-04-2024 18:17:00,P2P,Utilities,13648,FAILED,56+,18-25,Delhi,HDFC,ICICI,iOS,5G,0,18,Thursday,0
TXN400000000755,16-08-2024 01:03:00,Bill Payment,Food,17994,FAILED,26-35,26-35,Gujarat,Yes Bank,SBI,Android,5G,1,1,Friday,0
TXN400000000756,25-09-2024 18:42:00,P2M,Food,183,SUCCESS,36-45,26-35,Maharashtra,HDFC,ICICI,iOS,3G,0,18,Wednesday,0
TXN400000000757,25-02-2024 08:57:00,Bill Payment,Food,9170,FAILED,26-35,46-55,Delhi,Yes Bank,ICICI,Android,WiFi,0,8,Sunday,1
TXN400000000758,08-03-2024 19:51:00,Recharge,Healthcare,6244,SUCCESS,56+,56+,Rajasthan,PNB,HDFC,Android,WiFi,1,19,Friday,0
TXN400000000759,02-03-2024 11:37:00,P2P,Healthcare,7817,FAILED,26-35,46-55,Gujarat,PNB,Axis,iOS,4G,0,11,Saturday,1
TXN400000000760,28-01-2024 16:33:00,P2P,Utilities,3974,SUCCESS,26-35,18-25,Tamil Nadu,SBI,SBI,iOS,3G,0,16,Sunday,1
TXN400000000761,09-04-2024 15:40:00,Recharge,Shopping,1519,FAILED,26-35,36-45,Delhi,Yes Bank,SBI,iOS,WiFi,1,15,Tuesday,0
TXN400000000762,20-06-2024 08:20:00,P2M,Shopping,4404,FAILED,18-25,56+,Karnataka,Yes Bank,Yes Bank,iOS,4G,0,8,Thursday,0
TXN400000000763,10-04-2024 16:36:00,Recharge,Utilities,1588,FAILED,56+,46-55,Delhi,PNB,PNB,Android,5G,1,16,Wednesday,0
TXN400000000764,26-02-2024 11:49:00,Bill Payment,Entertainment,1847,FAILED,26-35,56+,Gujarat,Yes Bank,Kotak,Android,5G,0,11,Monday,0
TXN400000000765,06-10-2024 05:05:00,Bill Payment,Grocery,13811,FAILED,18-25,18-25,Karnataka,Yes Bank,Kotak,iOS,5G,1,5,Sunday,1
TXN400000000766,25-10-2024 19:48:00,Bill Payment,Fuel,9843,FAILED,56+,46-55,Gujarat,ICICI,Kotak,Android,3G,1,19,Friday,0
TXN400000000767,04-12-2024 12:48:00,Bill Payment,Grocery,15624,SUCCESS,36-45,36-45,Tamil Nadu,PNB,HDFC,Android,4G,0,12,Wednesday,0
TXN400000000768,10-12-2024 01:44:00,P2M,Healthcare,4172,FAILED,56+,36-45,Gujarat,ICICI,Yes Bank,iOS,5G,1,1,Tuesday,0
TXN400000000769,06-10-2024 17:52:00,P2M,Entertainment,16939,FAILED,56+,18-25,Maharashtra,ICICI,PNB,iOS,3G,0,17,Sunday,1
TXN400000000770,12-09-2024 13:36:00,P2M,Grocery,17076,SUCCESS,56+,26-35,Karnataka,HDFC,HDFC,Android,4G,1,13,Thursday,0
TXN400000000771,16-05-2024 03:19:00,P2P,Shopping,7861,SUCCESS,46-55,36-45,Tamil Nadu,ICICI,Yes Bank,Android,5G,1,3,Thursday,0
TXN400000000772,21-05-2024 11:48:00,P2P,Fuel,10191,FAILED,46-55,46-55,Gujarat,Yes Bank,Axis,iOS,3G,1,11,Tuesday,0
TXN400000000773,27-04-2024 04:32:00,P2P,Food,7877,SUCCESS,18-25,18-25,Rajasthan,Axis,Axis,Android,4G,1,4,Saturday,1
TXN400000000774,19-07-2024 08:28:00,Bill Payment,Food,1191,FAILED,56+,18-25,Rajasthan,Axis,ICICI,iOS,4G,1,8,Friday,0
TXN400000000775,15-10-2024 08:02:00,Bill Payment,Fuel,17108,FAILED,36-45,36-45,Rajasthan,PNB,SBI,iOS,5G,0,8,Tuesday,0
TXN400000000776,04-06-2024 07:19:00,P2M,Fuel,11375,FAILED,46-55,56+,Gujarat,SBI,Kotak,iOS,5G,1,7,Tuesday,0
TXN400000000777,14-04-2024 15:16:00,P2P,Grocery,18428,SUCCESS,56+,26-35,Karnataka,PNB,ICICI,iOS,WiFi,0,15,Sunday,1
TXN400000000778,11-09-2024 18:25:00,P2M,Utilities,14347,FAILED,18-25,56+,Gujarat,Yes Bank,Kotak,Android,WiFi,1,18,Wednesday,0
TXN400000000779,10-04-2024 10:03:00,P2M,Shopping,18752,FAILED,18-25,18-25,Gujarat,SBI,SBI,iOS,3G,1,10,Wednesday,0
TXN400000000780,18-07-2024 22:24:00,Bill Payment,Grocery,994,SUCCESS,56+,36-45,Karnataka,PNB,Yes Bank,iOS,4G,1,22,Thursday,0
TXN400000000781,16-11-2024 10:02:00,P2M,Healthcare,11060,FAILED,18-25,26-35,Rajasthan,HDFC,Kotak,Android,5G,1,10,Saturday,1
TXN400000000782,28-02-2024 11:40:00,P2M,Fuel,15435,SUCCESS,18-25,36-45,Rajasthan,ICICI,ICICI,Android,WiFi,0,11,Wednesday,0
TXN400000000783,10-02-2024 19:27:00,P2P,Shopping,19334,SUCCESS,46-55,18-25,Rajasthan,SBI,Kotak,iOS,4G,1,19,Saturday,1
TXN400000000784,16-02-2024 12:41:00,Recharge,Food,13092,FAILED,26-35,26-35,Rajasthan,HDFC,PNB,iOS,4G,0,12,Friday,0
TXN400000000785,31-03-2024 06:54:00,P2M,Shopping,11076,SUCCESS,56+,56+,Tamil Nadu,PNB,PNB,iOS,WiFi,1,6,Sunday,1
TXN400000000786,21-06-2024 14:49:00,Bill Payment,Fuel,4212,SUCCESS,18-25,18-25,Karnataka,PNB,PNB,iOS,5G,0,14,Friday,0
TXN400000000787,30-06-2024 16:00:00,Bill Payment,Fuel,10449,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,ICICI,iOS,3G,1,16,Sunday,1
TXN400000000788,11-07-2024 20:27:00,Bill Payment,Healthcare,18395,SUCCESS,46-55,46-55,Tamil Nadu,Kotak,ICICI,iOS,5G,1,20,Thursday,0
TXN400000000789,21-05-2024 09:23:00,Bill Payment,Healthcare,16225,SUCCESS,56+,18-25,Delhi,HDFC,Axis,iOS,4G,0,9,Tuesday,0
TXN400000000790,11-06-2024 15:19:00,Bill Payment,Entertainment,5202,SUCCESS,56+,26-35,Maharashtra,Yes Bank,SBI,Android,3G,0,15,Tuesday,0
TXN400000000791,06-03-2024 08:03:00,P2M,Grocery,5504,FAILED,26-35,56+,Rajasthan,Axis,Yes Bank,Android,4G,1,8,Wednesday,0
TXN400000000792,17-10-2024 08:57:00,P2P,Utilities,10389,SUCCESS,46-55,26-35,Tamil Nadu,Yes Bank,SBI,Android,3G,0,8,Thursday,0
TXN400000000793,31-05-2024 17:04:00,Recharge,Grocery,14031,FAILED,46-55,36-45,Maharashtra,PNB,ICICI,iOS,3G,0,17,Friday,0
TXN400000000794,17-04-2024 16:06:00,P2M,Grocery,18345,SUCCESS,26-35,26-35,Tamil Nadu,ICICI,HDFC,iOS,5G,1,16,Wednesday,0
TXN400000000795,21-06-2024 11:37:00,Recharge,Shopping,17139,SUCCESS,18-25,18-25,Tamil Nadu,PNB,Axis,iOS,5G,0,11,Friday,0
TXN400000000796,29-05-2024 17:36:00,Recharge,Food,7192,FAILED,36-45,26-35,Tamil Nadu,ICICI,Yes Bank,iOS,4G,1,17,Wednesday,0
TXN400000000797,21-04-2024 22:50:00,P2M,Healthcare,6364,SUCCESS,36-45,56+,Tamil Nadu,SBI,HDFC,iOS,4G,0,22,Sunday,1
TXN400000000798,04-08-2024 11:41:00,Bill Payment,Fuel,2400,SUCCESS,26-35,26-35,Delhi,PNB,Yes Bank,Android,4G,0,11,Sunday,1
TXN400000000799,25-02-2024 05:27:00,P2P,Food,19225,FAILED,56+,26-35,Delhi,ICICI,Yes Bank,iOS,5G,0,5,Sunday,1
TXN400000000800,14-08-2024 14:31:00,P2P,Fuel,15832,FAILED,18-25,26-35,Tamil Nadu,ICICI,Yes Bank,iOS,3G,0,14,Wednesday,0
TXN400000000801,04-08-2024 22:29:00,Bill Payment,Grocery,4712,SUCCESS,36-45,18-25,Tamil Nadu,ICICI,Kotak,iOS,4G,1,22,Sunday,1
TXN400000000802,03-03-2024 12:04:00,P2M,Grocery,5953,SUCCESS,36-45,46-55,Gujarat,Yes Bank,Kotak,Android,WiFi,1,12,Sunday,1
TXN400000000803,02-05-2024 13:19:00,Bill Payment,Food,13679,FAILED,36-45,56+,Gujarat,Axis,Kotak,Android,WiFi,0,13,Thursday,0
TXN400000000804,01-08-2024 01:01:00,Recharge,Entertainment,3914,SUCCESS,26-35,56+,Maharashtra,Kotak,SBI,Android,5G,0,1,Thursday,0
TXN400000000805,10-08-2024 11:11:00,P2M,Fuel,16301,SUCCESS,56+,46-55,Karnataka,Yes Bank,ICICI,iOS,5G,0,11,Saturday,1
TXN400000000806,14-01-2024 10:06:00,P2M,Entertainment,12718,FAILED,26-35,18-25,Maharashtra,SBI,ICICI,iOS,3G,0,10,Sunday,1
TXN400000000807,01-05-2024 02:12:00,P2M,Grocery,13328,FAILED,26-35,56+,Tamil Nadu,PNB,Axis,iOS,4G,0,2,Wednesday,0
TXN400000000808,25-06-2024 11:37:00,Bill Payment,Shopping,11732,FAILED,46-55,18-25,Tamil Nadu,ICICI,ICICI,iOS,3G,1,11,Tuesday,0
TXN400000000809,17-08-2024 22:50:00,Recharge,Utilities,3397,FAILED,18-25,56+,Rajasthan,Kotak,HDFC,Android,WiFi,1,22,Saturday,1
TXN400000000810,22-04-2024 04:16:00,P2M,Food,10836,SUCCESS,26-35,56+,Tamil Nadu,ICICI,Yes Bank,iOS,4G,0,4,Monday,0
TXN400000000811,23-07-2024 23:13:00,P2M,Healthcare,2080,FAILED,56+,36-45,Tamil Nadu,SBI,ICICI,Android,3G,0,23,Tuesday,0
TXN400000000812,16-07-2024 16:40:00,P2M,Entertainment,5560,SUCCESS,46-55,56+,Rajasthan,SBI,ICICI,iOS,5G,0,16,Tuesday,0
TXN400000000813,10-11-2024 03:17:00,P2M,Entertainment,5301,FAILED,46-55,18-25,Delhi,SBI,Kotak,Android,WiFi,0,3,Sunday,1
TXN400000000814,13-09-2024 14:41:00,P2M,Utilities,3122,SUCCESS,18-25,18-25,Maharashtra,ICICI,PNB,iOS,WiFi,0,14,Friday,0
TXN400000000815,15-01-2024 05:53:00,Recharge,Utilities,12169,FAILED,46-55,56+,Tamil Nadu,HDFC,ICICI,iOS,5G,1,5,Monday,0
TXN400000000816,13-08-2024 03:26:00,P2M,Healthcare,9243,FAILED,46-55,36-45,Delhi,Yes Bank,SBI,iOS,4G,1,3,Tuesday,0
TXN400000000817,11-02-2024 07:36:00,Recharge,Fuel,5203,FAILED,18-25,46-55,Maharashtra,HDFC,Kotak,iOS,4G,0,7,Sunday,1
TXN400000000818,12-12-2024 01:26:00,P2P,Utilities,2364,SUCCESS,56+,36-45,Tamil Nadu,SBI,PNB,Android,WiFi,0,1,Thursday,0
TXN400000000819,05-11-2024 15:46:00,P2M,Healthcare,13744,SUCCESS,36-45,26-35,Rajasthan,Yes Bank,SBI,Android,5G,0,15,Tuesday,0
TXN400000000820,01-02-2024 21:00:00,P2P,Healthcare,15860,FAILED,18-25,18-25,Karnataka,HDFC,HDFC,Android,WiFi,1,21,Thursday,0
TXN400000000821,25-06-2024 21:45:00,P2P,Utilities,3960,FAILED,18-25,36-45,Delhi,HDFC,Axis,Android,4G,0,21,Tuesday,0
TXN400000000822,11-10-2024 12:34:00,P2M,Food,19487,SUCCESS,26-35,18-25,Gujarat,Yes Bank,PNB,Android,WiFi,0,12,Friday,0
TXN400000000823,19-01-2024 23:09:00,P2M,Grocery,1932,SUCCESS,36-45,36-45,Gujarat,ICICI,Yes Bank,Android,5G,0,23,Friday,0
TXN400000000824,27-09-2024 15:52:00,P2M,Grocery,4654,FAILED,26-35,26-35,Delhi,ICICI,PNB,Android,WiFi,1,15,Friday,0
TXN400000000825,20-04-2024 03:33:00,Recharge,Grocery,13902,SUCCESS,18-25,26-35,Maharashtra,SBI,Yes Bank,iOS,WiFi,0,3,Saturday,1
TXN400000000826,13-07-2024 00:16:00,P2P,Fuel,7801,FAILED,36-45,46-55,Delhi,Axis,SBI,Android,3G,1,0,Saturday,1
TXN400000000827,29-04-2024 13:09:00,P2P,Entertainment,2535,SUCCESS,26-35,18-25,Delhi,ICICI,HDFC,Android,4G,0,13,Monday,0
TXN400000000828,17-01-2024 23:10:00,Bill Payment,Food,1440,FAILED,26-35,26-35,Delhi,Kotak,Kotak,iOS,3G,0,23,Wednesday,0
TXN400000000829,15-05-2024 12:17:00,Recharge,Utilities,6042,FAILED,26-35,56+,Maharashtra,Yes Bank,ICICI,iOS,4G,1,12,Wednesday,0
TXN400000000830,25-07-2024 09:54:00,P2P,Fuel,3557,FAILED,56+,36-45,Rajasthan,HDFC,HDFC,Android,3G,0,9,Thursday,0
TXN400000000831,06-07-2024 19:36:00,Recharge,Healthcare,12284,FAILED,18-25,56+,Rajasthan,Yes Bank,HDFC,Android,4G,0,19,Saturday,1
TXN400000000832,21-02-2024 00:58:00,P2P,Entertainment,13188,FAILED,36-45,26-35,Maharashtra,Kotak,Yes Bank,Android,WiFi,0,0,Wednesday,0
TXN400000000833,03-03-2024 03:57:00,P2M,Grocery,7426,FAILED,18-25,18-25,Delhi,Axis,Kotak,iOS,WiFi,1,3,Sunday,1
TXN400000000834,19-08-2024 00:16:00,Recharge,Entertainment,5195,FAILED,36-45,18-25,Gujarat,SBI,Kotak,Android,3G,0,0,Monday,0
TXN400000000835,03-08-2024 23:23:00,Bill Payment,Grocery,7206,SUCCESS,18-25,26-35,Delhi,Axis,Yes Bank,iOS,WiFi,1,23,Saturday,1
TXN400000000836,03-07-2024 00:01:00,Recharge,Food,12537,SUCCESS,18-25,18-25,Maharashtra,Kotak,Axis,iOS,4G,0,0,Wednesday,0
TXN400000000837,06-04-2024 17:08:00,Recharge,Shopping,124,SUCCESS,18-25,36-45,Karnataka,Kotak,Axis,iOS,WiFi,0,17,Saturday,1
TXN400000000838,28-01-2024 05:46:00,Recharge,Healthcare,12040,FAILED,26-35,26-35,Maharashtra,PNB,Axis,Android,4G,0,5,Sunday,1
TXN400000000839,10-09-2024 16:19:00,P2P,Food,5359,FAILED,36-45,36-45,Delhi,SBI,HDFC,Android,3G,0,16,Tuesday,0
TXN400000000840,22-08-2024 14:07:00,P2P,Grocery,6021,FAILED,46-55,36-45,Maharashtra,Kotak,HDFC,iOS,4G,0,14,Thursday,0
TXN400000000841,06-10-2024 13:58:00,Bill Payment,Healthcare,18443,SUCCESS,46-55,46-55,Gujarat,SBI,PNB,iOS,WiFi,1,13,Sunday,1
TXN400000000842,09-12-2024 18:06:00,Bill Payment,Entertainment,4263,SUCCESS,36-45,26-35,Karnataka,Yes Bank,HDFC,iOS,3G,0,18,Monday,0
TXN400000000843,12-06-2024 00:50:00,Recharge,Food,9294,FAILED,18-25,18-25,Tamil Nadu,Yes Bank,ICICI,iOS,5G,1,0,Wednesday,0
TXN400000000844,19-03-2024 23:08:00,P2M,Shopping,328,FAILED,56+,18-25,Gujarat,SBI,Axis,Android,WiFi,0,23,Tuesday,0
